gene	len_aa	Pfam	R	KO
pmm:PMM1700	857	Aconitase_2_N Aconitase_B_N Aconitase DUF521 Ketoacyl-synt_C	R01325	K01682
pmm:PMM1700	857	Aconitase_2_N Aconitase_B_N Aconitase DUF521 Ketoacyl-synt_C	R01900	K01682
pmm:PMM1700	857	Aconitase_2_N Aconitase_B_N Aconitase DUF521 Ketoacyl-synt_C	R04425	K01682
pmm:PMM1702	284	Formyl_trans_N ACT ACT_4 ACT_6 SLC12	R00944	K01433
pmm:PMM1705	285	Shikimate_dh_N SDH_C Shikimate_DH Sacchrp_dh_NADP F420_oxidored	R02413	K00014
pmm:PMM1707	404	Arginosuc_synth QueC tRNA_Me_trans	R01954	K01940
pmm:PMM1709	359	Glycos_transf_4 MraY_sig1 DUF4500	R05629	K01000
pmm:PMM1709	359	Glycos_transf_4 MraY_sig1 DUF4500	R05630	K01000
pmm:PMM1711	468	Glycos_transf_1 Sucrose_synth Glyco_trans_1_4 Glyco_transf_4 Glyco_trans_4_4 Glyco_trans_1_2 Glyco_trans_4_2	R00766	K00696
pmm:PMM1716	367	PALP ATP13	R01466	K01733
pmm:PMM1716	367	PALP ATP13	R05086	K01733
